PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Activity Comment
RESULT_TYPE,,,,,,,,STRING,STRING
RESULT_DESCR,,,,,,,,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),Additional comments
1,103653766,135778303,C1=C2C(=C(S1)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N=CNC2=O,Inactive,,,Potential missing data,Activity,Not Active
2,103653767,11722335,C1=C2C(=C(S1)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)NC=NC2=S,Inactive,,,Potential missing data,Activity,Not Active
3,103653768,135986102,C1=C[C@@H](O[C@@H]1CO)C2=C3C(=CS2)C(=O)NC=N3,Inactive,,,Potential missing data,Activity,Not Active
4,103653769,44592347,CSC1=NC=NC2=C(SC=C21)[C@H]3C=C[C@H](O3)CO,Inactive,,,Potential missing data,Activity,Not Active
5,103653770,44592348,C1=C[C@@H](O[C@@H]1CO)C2=C3C(=CS2)C(=NC=N3)N,Inactive,,,Potential missing data,Activity,Not Active
6,103653771,135986103,C1C[C@@H](O[C@@H]1CO)C2=C3C(=CS2)C(=O)NC=N3,Inactive,,,Potential missing data,Activity,Not Active
7,103653772,42636957,C1C[C@@H](O[C@@H]1CO)C2=C3C(=CS2)C(=NC=N3)N,Inactive,,,Potential missing data,Activity,Not Active
